Sequoia_ID,Season_Year,Species,Harvest_Date,How_Taken,Harvest_BMU,Harvest_County,Registration_Sex,BirthYear,Latitude,Longitude
BB22_1113,2022,Black Bear,25-Sep-22,Hunting,Bergland,Gogebic,M,2020,46.600060118,-89.9169920868
BB22_1114,2022,Black Bear,4-Oct-22,Hunting,Bergland,Gogebic,M,2020,46.5855544462,-89.9794339199
BB22_1115,2022,Black Bear,1-Oct-22,Hunting,Baraga,Houghton,M,2021,47.0327926803,-88.6052304988
BB22_1116,2022,Black Bear,4-Oct-22,Hunting,Baraga,Ontonagon,F,2019,46.7153897057,-88.8955907698
BB22_1117,2022,Black Bear,26-Sep-22,Hunting,Baraga,Baraga,F,2019,46.6399552666,-88.3385192506
BB22_1118,2022,Black Bear,29-Sep-22,Hunting,Baraga,Baraga,F,2021,46.6865054646,-88.5848622718
BB22_1119,2022,Black Bear,8-Oct-22,Hunting,Bergland,Gogebic,M,2021,46.3258023468,-90.0005952591
BB22_112,2022,Black Bear,11-Sep-22,Hunting,Bergland,Ontonagon,M,2021,46.5851768154,-89.5630141399
BB22_1120,2022,Black Bear,9-Oct-22,Hunting,Baraga,Baraga,F,2021,46.8300158223,-88.3724066974
BB22_1121,2022,Black Bear,1-Oct-22,Hunting,Bergland,Ontonagon,F,2020,46.7298786096,-89.833539995
BB22_1122,2022,Black Bear,7-Oct-22,Hunting,Bergland,Gogebic,M,2019,46.2682715485,-89.6677022469
BB22_1123,2022,Black Bear,16-Sep-22,Hunting,Bergland,Ontonagon,F,2019,46.4411605584,-89.2306285222
BB22_1124,2022,Black Bear,13-Sep-22,Hunting,Bergland,Gogebic,M,2020,46.4845479088,-89.5421826678
BB22_1125,2022,Black Bear,29-Sep-22,Hunting,Bergland,Gogebic,M,2021,46.5999634773,-89.9379331382
BB22_1126,2022,Black Bear,1-Oct-22,Hunting,Bergland,Gogebic,M,2016,46.2971438676,-89.7511810552
BB22_1127,2022,Black Bear,7-Sep-22,Hunting,Baraga,Baraga,M,2021,46.8444406655,-88.6682548964
BB22_1128,2022,Black Bear,18-Sep-22,Hunting,Amasa,Iron,M,2018,46.4128603777,-88.7936447578
BB22_1129,2022,Black Bear,9-Sep-22,Hunting,Baraga,Baraga,M,2020,46.8444659436,-88.6469254883
BB22_113,2022,Black Bear,7-Sep-22,Hunting,Bergland,Ontonagon,M,2019,46.7161786843,-89.208871198
BB22_1130,2022,Black Bear,8-Sep-22,Hunting,Baraga,Baraga,M,2017,46.8443712482,-88.6045549731
BB22_1131,2022,Black Bear,7-Sep-22,Hunting,Baraga,Baraga,F,2020,46.7720073383,-88.5833176765
BB22_1132,2022,Black Bear,9-Sep-22,Hunting,Baraga,Baraga,M,2020,46.8298493255,-88.6042605638
BB22_1133,2022,Black Bear,12-Sep-22,Hunting,Baraga,Ontonagon,M,2020,46.6146099186,-89.1679620159
BB22_1134,2022,Black Bear,13-Sep-22,Hunting,Baraga,Houghton,F,2021,46.6290558274,-88.9174793349
BB22_1135,2022,Black Bear,11-Oct-22,Hunting,Baraga,Keweenaw,M,2020,47.4383514143,-88.0989684869
BB22_1136,2022,Black Bear,6-Oct-22,Hunting,Baraga,Keweenaw,F,2019,47.2933862353,-88.309465738
BB22_1137,2022,Black Bear,26-Sep-22,Hunting,Baraga,Keweenaw,M,2017,47.2069993412,-88.2457137827
BB22_1138,2022,Black Bear,12-Sep-22,Hunting,Bergland,Ontonagon,M,2017,46.5131018035,-89.2932459074
BB22_1139,2022,Black Bear,11-Sep-22,Hunting,Bergland,Ontonagon,F,2012,46.4842620604,-89.3139754548
BB22_114,2022,Black Bear,8-Sep-22,Hunting,Baraga,Ontonagon,M,2020,46.8732085292,-89.1334411442
BB22_1140,2022,Black Bear,25-Sep-22,Hunting,Baraga,Houghton,M,2021,46.9024387242,-88.668364385
,2022,Black Bear,11-Sep-22,Hunting,Baldwin,Mecosta,M,2021,43.5908839817,-85.5326417959
BB22_1142,2022,Black Bear,12-Sep-22,Hunting,Bergland,Ontonagon,M,2020,46.6140869054,-89.5630864765
BB22_1143,2022,Black Bear,12-Sep-22,Hunting,Bergland,Ontonagon,F,2019,46.6576933227,-89.2507432696
BB22_1144,2022,Black Bear,12-Sep-22,Hunting,Bergland,Ontonagon,F,2020,46.4411612374,-89.2099078007
BB22_1145,2022,Black Bear,7-Sep-22,Hunting,Baraga,Keweenaw,F,2014,47.2079352794,-88.2260048277
BB22_1146,2022,Black Bear,6-Oct-22,Hunting,Baraga,Houghton,M,2021,47.0907518628,-88.4149380136
BB22_1147,2022,Black Bear,10-Oct-22,Hunting,Baraga,Keweenaw,M,2019,47.2502478512,-88.1405931408
BB22_1148,2022,Black Bear,8-Oct-22,Hunting,Baraga,Houghton,F,2021,47.0040709532,-88.4356562117
BB22_1149,2022,Black Bear,3-Oct-22,Hunting,Baraga,Keweenaw,F,2019,47.3078213825,-88.2462623251
BB22_115,2022,Black Bear,7-Sep-22,Hunting,Bergland,Ontonagon,M,2020,46.7864461756,-89.4717635728
BB22_1150,2022,Black Bear,11-Sep-22,Hunting,Baraga,Ontonagon,M,2021,46.5134315308,-89.0226774509
BB22_1151,2022,Black Bear,11-Sep-22,Hunting,Baraga,Keweenaw,M,2020,47.2360354323,-88.1827802768
BB22_1152,2022,Black Bear,12-Sep-22,Hunting,Baraga,Houghton,F,2016,47.2069704781,-88.3090081396
BB22_1153,2022,Black Bear,12-Sep-22,Hunting,Bergland,Gogebic,F,2017,46.2682404967,-89.2304488131
BB22_1154,2022,Black Bear,12-Sep-22,Hunting,Baraga,Ontonagon,F,2020,46.9020766244,-89.176421261
BB22_1155,2022,Black Bear,9-Sep-22,Hunting,Bergland,Ontonagon,M,2020,46.6725585292,-89.1888046341
BB22_1156,2022,Black Bear,23-Sep-22,Hunting,Baraga,Keweenaw,F,2019,47.2499633548,-88.2883593975
BB22_1157,2022,Black Bear,15-Sep-22,Hunting,Baraga,Houghton,M,2013,47.1780551075,-88.2876721235
BB22_1158,2022,Black Bear,24-Sep-22,Hunting,Baraga,Keweenaw,F,2014,47.3078213825,-88.2462623251
BB22_1159,2022,Black Bear,8-Sep-22,Hunting,Baraga,Baraga,F,2020,46.8296848488,-88.5833792671
BB22_116,2022,Black Bear,10-Sep-22,Hunting,Baraga,Houghton,F,2010,47.0327634382,-88.7108935113
,2022,Black Bear,17-Sep-22,Hunting,Baldwin,Newaygo,M,2019,43.7065485788,-85.7311432337
BB22_1161,2022,Black Bear,11-Sep-22,Hunting,Baraga,Ontonagon,F,2020,46.8442296385,-89.0273944646
BB22_1162,2022,Black Bear,10-Sep-22,Hunting,Bergland,Gogebic,F,2017,46.2682404967,-89.2304488131
BB22_1163,2022,Black Bear,13-Sep-22,Hunting,Baraga,Houghton,F,2020,47.0760842637,-88.435954675
,2022,Black Bear,13-Sep-22,Hunting,Red Oak,Montmorency,F,2021,44.9501160024,-84.0420744192
,2022,Black Bear,12-Sep-22,Hunting,Red Oak,Otsego,M,2021,45.0918350236,-84.5001181979
,2022,Black Bear,12-Sep-22,Hunting,Red Oak,Montmorency,F,2004,45.1200463073,-84.3384360491
,2022,Black Bear,11-Sep-22,Hunting,Red Oak,Otsego,F,2021,45.0210705332,-84.4605728112
,2022,Black Bear,17-Sep-22,Hunting,Red Oak,Cheboygan,F,2018,45.2795695436,-84.4786797319
,2022,Black Bear,16-Sep-22,Hunting,Red Oak,Otsego,M,2019,45.0487743695,-84.5619666396
BB22_117,2022,Black Bear,10-Sep-22,Hunting,Bergland,Ontonagon,F,2008,46.8156886994,-89.5770867539
BB22_1170,2022,Black Bear,26-Sep-22,Hunting,Baraga,Ontonagon,F,2021,46.5134315308,-89.0226774509
,2022,Black Bear,11-Sep-22,Hunting,Red Oak,Montmorency,F,2011,45.1630485667,-84.3578474374
,2022,Black Bear,17-Sep-22,Hunting,Red Oak,Kalkaska,F,2021,44.85125068,-84.8980357647
,2022,Black Bear,17-Sep-22,Hunting,Red Oak,Montmorency,M,2020,45.0488787741,-84.3179968142
,2022,Black Bear,17-Sep-22,Hunting,Red Oak,Montmorency,F,2019,45.0488787741,-84.3179968142
,2022,Black Bear,24-Sep-22,Hunting,Gwinn,Alger,M,2021,46.1658579414,-86.6878199503
,2022,Black Bear,11-Sep-22,Hunting,Red Oak,Cheboygan,F,2019,45.6866551746,-84.6816687702
,2022,Black Bear,16-Sep-22,Hunting,Red Oak,Cheboygan,F,2005,45.2356426032,-84.4586905247
,2022,Black Bear,11-Sep-22,Hunting,Red Oak,Otsego,F,2017,45.1800508275,-84.7244874566
,2022,Black Bear,9-Oct-22,Hunting,Red Oak,Cheboygan,M,2018,45.2091004839,-84.7243969304
BB22_118,2022,Black Bear,8-Sep-22,Hunting,Bergland,Ontonagon,F,2018,46.6720157778,-89.4380485944
,2022,Black Bear,16-Sep-22,Hunting,Red Oak,Crawford,M,2021,44.7211216983,-84.7573641633
,2022,Black Bear,18-Sep-22,Hunting,Red Oak,Montmorency,M,2020,45.1201855884,-84.1542983299
,2022,Black Bear,13-Sep-22,Hunting,Red Oak,Charlevoix,M,2021,45.1540508295,-85.0292205116
,2022,Black Bear,14-Sep-22,Hunting,Red Oak,Otsego,M,2021,45.1497876985,-84.6632888255
,2022,Black Bear,14-Sep-22,Hunting,Red Oak,Crawford,M,2021,44.7498847337,-84.8380619337
,2022,Black Bear,15-Sep-22,Hunting,Red Oak,Cheboygan,F,2017,45.3037939452,-84.2592507019
BB22_1186,2022,Black Bear,30-Sep-22,Hunting,Newberry,Mackinac,F,2018,46.1221332319,-85.0613203862
BB22_1187,2022,Black Bear,16-Sep-22,Hunting,Newberry,Mackinac,M,2020,46.1508694062,-84.8525791115
,2022,Black Bear,13-Sep-22,Hunting,Red Oak,Cheboygan,F,2021,45.3671477018,-84.5380153345
,2022,Black Bear,9-Oct-22,Hunting,Red Oak,Otsego,F,2020,44.964958043,-84.5167537994
BB22_119,2022,Black Bear,8-Sep-22,Hunting,Bergland,Ontonagon,F,2020,46.6725538296,-89.395923801
,2022,Black Bear,28-Sep-22,Hunting,Newberry,Mackinac,M,2019,45.9625606261,-84.8312797663
,2022,Black Bear,14-Sep-22,Hunting,Red Oak,Otsego,F,2019,45.0486137689,-84.4193134318
,2022,Black Bear,12-Sep-22,Hunting,Red Oak,Presque Isle,F,2016,45.2636491239,-84.1346807454
BB22_1193,2022,Black Bear,27-Sep-22,Hunting,Newberry,Luce,M,2020,46.6701875637,-85.5628658578
BB22_1194,2022,Black Bear,2-Oct-22,Hunting,Newberry,Chippewa,M,2021,46.1795013888,-84.7696575678
,2022,Black Bear,13-Sep-22,Hunting,Red Oak,Otsego,F,2017,45.119920979,-84.4389800385
,2022,Black Bear,13-Sep-22,Hunting,Red Oak,Emmet,M,2019,45.6575443064,-84.9455278625
,2022,Black Bear,25-Sep-22,Hunting,Gwinn,Delta,M,2018,46.1370844211,-87.0845895486
BB22_1198,2022,Black Bear,5-Oct-22,Hunting,Newberry,Chippewa,M,2021,46.4115158055,-84.6244579266
,2022,Black Bear,15-Sep-22,Hunting,Red Oak,Presque Isle,M,2014,45.3334028969,-84.1010211717
BB22_12,2022,Black Bear,12-Sep-22,Hunting,Gwinn,Dickinson,F,2021,46.210375081,-87.9188672116
BB22_120,2022,Black Bear,7-Sep-22,Hunting,Bergland,Ontonagon,M,2020,46.6719549232,-89.6452429882
,2022,Black Bear,17-Sep-22,Hunting,Red Oak,Antrim,M,2018,45.0237612712,-84.8593661116
,2022,Black Bear,22-Sep-22,Hunting,Red Oak,Otsego,F,2021,44.964958043,-84.5167537994
BB22_1202,2022,Black Bear,23-Sep-22,Hunting,Newberry,Chippewa,M,2018,46.2668547899,-84.2908424206
,2022,Black Bear,11-Sep-22,Hunting,Red Oak,Montmorency,F,2021,45.0205245057,-84.345127587
BB22_1204,2022,Black Bear,30-Sep-22,Hunting,Newberry,Delta,M,2021,46.034778463,-86.5622218466
,2022,Black Bear,11-Sep-22,Hunting,Red Oak,Cheboygan,M,2021,45.6582636384,-84.7026149279
,2022,Black Bear,11-Sep-22,Hunting,Red Oak,Otsego,F,2020,45.0488175695,-84.5010172225
,2022,Black Bear,11-Sep-22,Hunting,Red Oak,Otsego,F,2018,44.8917270898,-84.4232972953
,2022,Black Bear,11-Sep-22,Hunting,Red Oak,Otsego,M,2019,44.977905996,-84.4215674599
,2022,Black Bear,12-Sep-22,Hunting,Red Oak,Montmorency,F,2012,44.9360954877,-83.9604882065
BB22_121,2022,Black Bear,10-Sep-22,Hunting,Bergland,,M,2019,46.469966223,-89.3762337551
,2022,Black Bear,13-Sep-22,Hunting,Red Oak,Otsego,F,2009,44.9074916951,-84.5368738304
BB22_1211,2022,Black Bear,14-Sep-22,Hunting,Newberry,Mackinac,F,2020,46.0787476154,-84.664958654
,2022,Black Bear,12-Sep-22,Hunting,Red Oak,Otsego,M,2019,45.0487398695,-84.4396221764
,2022,Black Bear,13-Oct-22,Hunting,Red Oak,Kalkaska,F,2019,44.6337704829,-84.9416180243
,2022,Black Bear,17-Sep-22,Hunting,Red Oak,Charlevoix,M,2019,45.2676219234,-84.7431543447
,2022,Black Bear,12-Sep-22,Hunting,Red Oak,Antrim,M,2020,45.026026823,-85.1219903873
,2022,Black Bear,11-Sep-22,Hunting,Red Oak,Cheboygan,F,2020,45.3613075377,-84.2576755139
BB22_1217,2022,Black Bear,8-Sep-22,Hunting,Newberry,Luce,M,2019,46.6148108492,-85.3337514808
,2022,Black Bear,11-Sep-22,Hunting,Red Oak,Cheboygan,M,2020,45.7287319292,-84.6808501823
,2022,Black Bear,11-Sep-22,Hunting,Red Oak,Crawford,F,2021,44.8502206061,-84.5362251459
BB22_122,2022,Black Bear,8-Sep-22,Hunting,Bergland,Gogebic,M,2019,46.4559409044,-90.1042702552
,2022,Black Bear,19-Sep-22,Hunting,Red Oak,Cheboygan,M,2018,45.6338356052,-84.2833667769
,2022,Black Bear,11-Sep-22,Hunting,Red Oak,Cheboygan,F,2021,45.2378398545,-84.7037206405
,2022,Black Bear,11-Sep-22,Hunting,Red Oak,Montmorency,F,2018,44.948593986,-84.303274229
,2022,Black Bear,11-Sep-22,Hunting,Red Oak,Cheboygan,F,2015,45.2356426032,-84.4586905247
,2022,Black Bear,11-Sep-22,Hunting,Red Oak,Crawford,M,2020,44.8506826366,-84.8373695556
,2022,Black Bear,7-Sep-22,Hunting,Red Oak,Charlevoix,F,2020,45.2688815114,-84.8848310408
,2022,Black Bear,11-Sep-22,Hunting,Red Oak,Montmorency,M,2020,45.1344736485,-84.0930293128
,2022,Black Bear,12-Sep-22,Hunting,Red Oak,Crawford,F,2021,44.806894669,-84.5953833043
,2022,Black Bear,13-Sep-22,Hunting,Red Oak,Emmet,F,2016,45.5581742378,-85.0061023668
,2022,Black Bear,13-Sep-22,Hunting,Red Oak,Charlevoix,F,2018,45.1660214542,-84.7655441684
BB22_123,2022,Black Bear,8-Sep-22,Hunting,Bergland,Gogebic,F,2019,46.5422608555,-90.0419251794
,2022,Black Bear,13-Sep-22,Hunting,Red Oak,Cheboygan,M,2017,45.2945013519,-84.5590705338
,2022,Black Bear,14-Sep-22,Hunting,Red Oak,Antrim,F,2020,44.9822974595,-85.0399509124
,2022,Black Bear,13-Sep-22,Hunting,Red Oak,Charlevoix,M,2021,45.2688815114,-84.8848310408
,2022,Black Bear,14-Sep-22,Hunting,Red Oak,Charlevoix,M,2021,45.2402926978,-84.905768361
,2022,Black Bear,13-Sep-22,Hunting,Red Oak,Cheboygan,M,2018,45.3648836211,-84.3990217682
,2022,Black Bear,12-Sep-22,Hunting,Red Oak,Cheboygan,M,2019,45.6209471604,-84.3446726374
,2022,Black Bear,13-Sep-22,Hunting,Red Oak,Montmorency,F,2015,44.8765945405,-84.3629308582
BB22_1237,2022,Black Bear,25-Sep-22,Hunting,Newberry,Mackinac,M,2020,46.1078116612,-84.4777042538
,2022,Black Bear,13-Sep-22,Hunting,Red Oak,Crawford,F,2006,44.8502206061,-84.5362251459
BB22_1239,2022,Black Bear,14-Sep-22,Hunting,Gwinn,Marquette,M,2019,46.0501757959,-87.3152499349
BB22_124,2022,Black Bear,10-Sep-22,Hunting,Bergland,Gogebic,F,2020,46.527694473,-89.9381655462
,2022,Black Bear,14-Sep-22,Hunting,Red Oak,Emmet,M,2021,45.5579582895,-84.8835606968
,2022,Black Bear,13-Sep-22,Hunting,Baldwin,Manistee,F,2018,44.4185960207,-85.9295123288
,2022,Black Bear,17-Sep-22,Hunting,Red Oak,Antrim,F,2021,45.026026823,-85.1219903873
BB22_1243,2022,Black Bear,27-Sep-22,Hunting,Gwinn,Marquette,F,2020,46.2100476978,-87.293128452
BB22_1244,2022,Black Bear,2-Oct-22,Hunting,Newberry,Chippewa,F,2016,46.252246812,-84.2488996015
,2022,Black Bear,7-Oct-22,Hunting,Red Oak,Otsego,M,2020,44.8931680366,-84.5768420011
,2022,Black Bear,8-Oct-22,Hunting,Red Oak,Charlevoix,M,2020,45.253776883,-84.8052003438
BB22_1247,2022,Black Bear,26-Sep-22,Hunting,Newberry,Chippewa,F,2021,46.4257917556,-84.8335572808
,2022,Black Bear,11-Sep-22,Hunting,Red Oak,Otsego,M,2021,44.8930468923,-84.5367448699
,2022,Black Bear,13-Sep-22,Hunting,Red Oak,Charlevoix,M,2015,45.1828742659,-85.0292024804
BB22_125,2022,Black Bear,12-Sep-22,Hunting,Bergland,Gogebic,F,2021,46.5853055391,-89.7505135159
,2022,Black Bear,18-Sep-22,Hunting,Red Oak,Cheboygan,F,2018,45.2203554194,-84.3578237162
,2022,Black Bear,14-Sep-22,Hunting,Red Oak,Emmet,F,2018,45.6297985664,-84.740977512
,2022,Black Bear,17-Sep-22,Hunting,Red Oak,Emmet,F,2019,45.6297985664,-84.740977512
,2022,Black Bear,9-Sep-22,Hunting,Red Oak,Cheboygan,M,2020,45.6854674821,-84.6000240801
BB22_1254,2022,Black Bear,10-Sep-22,Hunting,Newberry,Chippewa,M,2021,46.1366721756,-84.2282538812
,2022,Black Bear,11-Sep-22,Hunting,Red Oak,Cheboygan,F,2018,45.7148347486,-84.7017640852
,2022,Black Bear,2-Oct-22,Hunting,Red Oak,Montmorency,M,2018,44.9920891962,-84.2836379907
,2022,Black Bear,12-Sep-22,Hunting,Red Oak,Otsego,M,2017,44.9793728969,-84.5168183814
,2022,Black Bear,16-Sep-22,Hunting,Red Oak,Otsego,F,2018,44.9635168599,-84.421549679
,2022,Black Bear,13-Sep-22,Hunting,Red Oak,Emmet,F,2019,45.7305782795,-84.8837732414
BB22_126,2022,Black Bear,7-Sep-22,Hunting,Baraga,Ontonagon,M,2020,46.8149592873,-89.0062115331
,2022,Black Bear,25-Sep-22,Hunting,Newberry,Mackinac,M,2020,46.0645895594,-84.5192511689
,2022,Black Bear,14-Sep-22,Hunting,Red Oak,Emmet,F,2019,45.558002728,-84.9246706591
,2022,Black Bear,12-Sep-22,Hunting,Red Oak,Antrim,F,2017,44.9237006352,-84.9795188281
,2022,Black Bear,11-Sep-22,Hunting,Red Oak,Montmorency,M,2021,44.977395657,-84.362794571
,2022,Black Bear,18-Sep-22,Hunting,Red Oak,Charlevoix,M,2017,45.2544230616,-84.8850503342
,2022,Black Bear,15-Sep-22,Hunting,Red Oak,Antrim,M,2015,45.0247320414,-84.9985600087
,2022,Black Bear,15-Sep-22,Hunting,Red Oak,Charlevoix,F,2020,45.2547991347,-84.9053903876
,2022,Black Bear,14-Sep-22,Hunting,Red Oak,Antrim,M,2020,45.0860429972,-85.2746429699
BB22_1268,2022,Black Bear,15-Oct-22,Hunting,Newberry,Mackinac,F,2020,46.0494343822,-84.7687193369
,2022,Black Bear,13-Sep-22,Hunting,Red Oak,Cheboygan,F,2005,45.599805757,-84.640671038
BB22_127,2022,Black Bear,7-Sep-22,Hunting,Baraga,Houghton,M,2020,47.0771650111,-88.7332398123
,2022,Black Bear,12-Sep-22,Hunting,Red Oak,Charlevoix,F,2020,45.154441892,-84.9684239807
,2022,Black Bear,15-Sep-22,Hunting,Red Oak,Otsego,F,2020,45.1058108189,-84.4998752472
,2022,Black Bear,12-Sep-22,Hunting,Red Oak,Crawford,F,2020,44.7779668772,-84.5754285031
,2022,Black Bear,15-Sep-22,Hunting,Red Oak,Crawford,M,2021,44.8044920455,-84.3815469631
,2022,Black Bear,19-Sep-22,Hunting,Red Oak,Otsego,F,2019,45.1510219586,-84.7247905294
,2022,Black Bear,23-Sep-22,Hunting,Red Oak,Cheboygan,M,2020,45.2068238661,-84.4784717779
,2022,Black Bear,13-Sep-22,Hunting,Red Oak,Antrim,F,2018,45.0812700343,-84.9286458664
,2022,Black Bear,14-Sep-22,Hunting,Red Oak,Cheboygan,F,2017,45.293148826,-84.4194543991
,2022,Black Bear,12-Sep-22,Hunting,Red Oak,Otsego,F,2017,45.0630223805,-84.5414427121
BB22_1279,2022,Black Bear,27-Sep-22,Hunting,Gwinn,Dickinson,F,2018,46.2248490207,-87.9397484864
BB22_128,2022,Black Bear,7-Sep-22,Hunting,Baraga,Keweenaw,M,2021,47.337044767,-88.0355705763
,2022,Black Bear,15-Oct-22,Hunting,Carney,Dickinson,F,2020,45.9929846244,-87.8148305257
BB22_1281,2022,Black Bear,4-Oct-22,Hunting,Amasa,Dickinson,F,2019,46.2104826729,-88.0652909658
BB22_1282,2022,Black Bear,29-Sep-22,Hunting,Amasa,Dickinson,F,2003,46.0089660278,-87.870284829
BB22_1283,2022,Black Bear,7-Oct-22,Hunting,Carney,Dickinson,F,2020,45.7731981841,-87.728140902
BB22_1284,2022,Black Bear,27-Sep-22,Hunting,Gwinn,Dickinson,F,2019,46.1526662726,-88.0029447092
BB22_1285,2022,Black Bear,28-Sep-22,Hunting,Gwinn,Marquette,M,2019,46.2683689097,-87.9185379921
BB22_1286,2022,Black Bear,12-Sep-22,Hunting,Amasa,Marquette,M,2020,46.3406841244,-88.0650151468
BB22_1287,2022,Black Bear,2-Oct-22,Hunting,Gwinn,Marquette,M,2020,46.2683689097,-87.9185379921
BB22_1288,2022,Black Bear,26-Sep-22,Hunting,Carney,Dickinson,F,2020,45.9784246101,-87.9605762099
BB22_1289,2022,Black Bear,1-Oct-22,Hunting,Gwinn,Dickinson,M,2019,46.1959725728,-87.9190478209
BB22_129,2022,Black Bear,8-Sep-22,Hunting,Baraga,Baraga,M,2019,46.7006515387,-88.6465393794
BB22_1290,2022,Black Bear,6-Oct-22,Hunting,Amasa,Iron,F,2021,46.13755005,-88.3986884053
BB22_1291,2022,Black Bear,30-Sep-22,Hunting,Amasa,Iron,M,2021,46.412765041,-88.5016506181
,2022,Black Bear,8-Oct-22,Hunting,Amasa,Iron,F,2020,46.1090277769,-88.2529335063
BB22_1293,2022,Black Bear,29-Sep-22,Hunting,Amasa,Iron,M,2020,46.0509627592,-88.3357435935
BB22_1294,2022,Black Bear,4-Oct-22,Hunting,Amasa,Iron,F,2014,46.0221603557,-88.2733880057
BB22_1295,2022,Black Bear,7-Oct-22,Hunting,Amasa,Iron,M,2021,46.1237087733,-88.169989316
BB22_1296,2022,Black Bear,25-Sep-22,Hunting,Amasa,Iron,M,2020,46.1960381599,-88.2321352459
BB22_1297,2022,Black Bear,2-Oct-22,Hunting,Amasa,Iron,F,2018,46.1670786314,-88.2947265845
BB22_1298,2022,Black Bear,29-Sep-22,Hunting,Bergland,Gogebic,F,2019,46.2682539543,-89.3136709465
,2022,Black Bear,26-Sep-22,Hunting,Amasa,Iron,F,2019,46.0941971971,-88.3568848388
BB22_13,2022,Black Bear,12-Sep-22,Hunting,Baraga,Marquette,M,2016,46.5856403101,-87.5627878115
BB22_130,2022,Black Bear,7-Sep-22,Hunting,Baraga,Houghton,M,2019,46.8583034105,-88.7104659351
,2022,Black Bear,29-Sep-22,Hunting,Amasa,Iron,M,2015,46.1814177189,-88.3777361972
BB22_1301,2022,Black Bear,26-Sep-22,Hunting,Amasa,Iron,F,2018,46.3404752456,-88.2730020075
BB22_1302,2022,Black Bear,27-Sep-22,Hunting,Amasa,Iron,F,2021,46.0365364614,-88.3149534901
BB22_1303,2022,Black Bear,25-Sep-22,Hunting,Carney,Dickinson,F,2017,46.0946306373,-88.0653525933
,2022,Black Bear,11-Sep-22,Hunting,Red Oak,Kalkaska,M,2021,44.6336609365,-85.0228670056
,2022,Black Bear,7-Oct-22,Hunting,Baldwin,Leelanau,F,2021,44.8550326236,-85.8049555584
BB22_1306,2022,Black Bear,7-Sep-22,Hunting,Bergland,Ontonagon,F,2011,46.5131018035,-89.2932459074
,2022,Black Bear,8-Oct-22,Hunting,Baldwin,Grand Traverse,F,2021,44.6496946682,-85.5464355001
,2022,Black Bear,8-Sep-22,Hunting,Baldwin,Benzie,M,2021,44.5645969724,-86.0082401979
,2022,Black Bear,16-Sep-22,Hunting,Baldwin,Newaygo,M,2021,43.5897521624,-85.850420424
BB22_131,2022,Black Bear,8-Sep-22,Hunting,Baraga,Ontonagon,F,2020,46.9747380151,-89.006948971
,2022,Black Bear,18-Sep-22,Hunting,Baldwin,Benzie,F,2020,44.5796659688,-86.0281779485
BB22_1311,2022,Black Bear,8-Sep-22,Hunting,Bergland,Ontonagon,M,2020,46.5996744526,-89.4382294128
BB22_1312,2022,Black Bear,7-Sep-22,Hunting,Bergland,Ontonagon,F,2011,46.556423352,-89.3549949418
,2022,Black Bear,11-Sep-22,Hunting,Baldwin,Kalkaska,M,2021,44.7358462587,-85.3033456753
,2022,Black Bear,8-Oct-22,Hunting,Baldwin,Newaygo,F,2021,43.7787944028,-85.7116405769
BB22_1315,2022,Black Bear,7-Sep-22,Hunting,Bergland,Gogebic,M,2020,46.2970067,-89.3968962373
,2022,Black Bear,15-Sep-22,Hunting,Baldwin,Grand Traverse,F,2021,44.6356787186,-85.6458864622
,2022,Black Bear,17-Sep-22,Hunting,Red Oak,Kalkaska,M,2021,44.6921221435,-85.2427878958
BB22_1318,2022,Black Bear,8-Sep-22,Hunting,Bergland,Ontonagon,M,2019,46.5417188069,-89.7091993168
BB22_1319,2022,Black Bear,7-Sep-22,Hunting,Bergland,Ontonagon,F,2021,46.7445338535,-89.291962507
BB22_132,2022,Black Bear,8-Sep-22,Hunting,Baraga,Houghton,F,2019,46.8729859018,-88.7525616618
BB22_1320,2022,Black Bear,7-Sep-22,Hunting,Baraga,Ontonagon,M,2020,46.8007612449,-89.0059944891
BB22_1321,2022,Black Bear,8-Sep-22,Hunting,Baraga,Houghton,M,2021,46.5424218522,-88.9608945122
,2022,Black Bear,18-Sep-22,Hunting,Baldwin,Grand Traverse,M,2020,44.6349111339,-85.4041455102
,2022,Black Bear,10-Oct-22,Hunting,Baldwin,Grand Traverse,F,2021,44.6211574261,-85.6253567821
BB22_1324,2022,Black Bear,7-Sep-22,Hunting,Bergland,Ontonagon,F,2019,46.5275887633,-89.3348639069
,2022,Black Bear,19-Sep-22,Hunting,Baldwin,Grand Traverse,F,2013,44.5194568033,-85.6054605829
,2022,Black Bear,11-Sep-22,Hunting,Baldwin,Grand Traverse,M,2021,44.6359803599,-85.7066385057
,2022,Black Bear,17-Sep-22,Hunting,Baldwin,Grand Traverse,F,2020,44.5339525148,-85.6459033344
,2022,Black Bear,7-Oct-22,Hunting,Baldwin,Benzie,M,2020,44.6224490332,-85.8479283988
BB22_1329,2022,Black Bear,8-Sep-22,Hunting,Bergland,Ontonagon,M,2019,46.6290027462,-89.2098448574
BB22_133,2022,Black Bear,8-Sep-22,Hunting,Baraga,Houghton,M,2019,46.5571612226,-88.8143639103
,2022,Black Bear,7-Sep-22,Hunting,Baraga,Baraga,M,2021,46.6148624066,-88.5428555607
BB22_1331,2022,Black Bear,7-Sep-22,Hunting,Amasa,Gogebic,M,2001,46.2104764234,-89.085041995
