Sequoia_ID,Season_Year,Species,Harvest_Date,How_Taken,Harvest_BMU,Harvest_County,Registration_Sex,BirthYear,Latitude,Longitude
BB21_74,2021,Black Bear,26-Sep-21,Hunting,Newberry,Luce,F,2019,46.5712407768,-90.103924794
BB21_73,2021,Black Bear,8-Oct-21,Hunting,Newberry,Luce,F,2018,46.9894075604,-88.5204107734
BB21_72,2021,Black Bear,16-Sep-21,Hunting,Newberry,Luce,F,2017,46.7221631716292,-89.67614066611
BB21_71,2021,Black Bear,10-Sep-21,Hunting,Newberry,Luce,F,2020,46.6285936893,-89.5630448732
BB21_70,2021,Black Bear,16-Sep-21,Hunting,Newberry,Luce,M,2019,46.5562200593,-89.5001855415
BB21_69,2021,Black Bear,1-Oct-21,Hunting,Newberry,Mackinac,M,2020,45.8770043878,-87.3562222331
BB21_68,2021,Black Bear,1-Oct-21,Hunting,Newberry,Mackinac,F,2019,,
BB21_65,2021,Black Bear,30-Sep-21,Hunting,Newberry,Luce,M,2019,45.7006007101,-86.5952370307
BB21_67,2021,Black Bear,13-Sep-21,Hunting,Newberry,Luce,M,2018,46.6871949332,-89.2092877862
BB21_66,2021,Black Bear,12-Oct-21,Hunting,Newberry,Schoolcraft,M,2019,46.8441084855,-88.5834531048
BB21_64,2021,Black Bear,19-Sep-21,Hunting,Newberry,Luce,M,2007,46.4553951968,-89.4804330906
BB21_63,2021,Black Bear,18-Sep-21,Hunting,Newberry,Schoolcraft,F,2019,46.1381575335,-88.2115486625
BB21_62,2021,Black Bear,3-Oct-21,Hunting,Newberry,Luce,M,2019,46.0934122623,-86.9390542964
BB21_61,2021,Black Bear,7-Oct-21,Hunting,Newberry,Luce,M,2018,46.6581528454,-89.3749795478
BB21_1258,2021,Black Bear,3-Oct-21,Hunting,Newberry,Luce,F,2015,46.1664803648,-87.2937489699
BB21_1259,2021,Black Bear,12-Sep-21,Hunting,Newberry,Mackinac,M,2019,46.62913297,-88.5848280938
BB21_1248,2021,Black Bear,25-Sep-21,Hunting,Newberry,Luce,M,2015,46.4088698578587,-89.69441585395
BB21_1250,2021,Black Bear,12-Sep-21,Hunting,Newberry,Chippewa,F,2017,46.5857455904,-85.4374666261
BB21_1251,2021,Black Bear,10-Sep-21,Hunting,Newberry,Luce,F,2016,47.2214270114,-88.39407927
BB21_1249,2021,Black Bear,8-Sep-21,Hunting,Newberry,Luce,F,2018,46.0934847432,-85.9793461773
BB21_1242,2021,Black Bear,8-Sep-21,Hunting,Newberry,Mackinac,M,2017,47.3659452914,-88.0353882157
BB21_1243,2021,Black Bear,10-Sep-21,Hunting,Newberry,Luce,M,2021,46.6643869921739,-89.3149803028317
BB21_60,2021,Black Bear,15-Oct-21,Hunting,Newberry,Luce,M,2020,46.9166480417,-88.7107002464
BB21_278,2021,Black Bear,27-Sep-21,Hunting,Bergland,Gogebic,F,2018,46.5996743031,-89.4382294239
BB21_275,2021,Black Bear,28-Sep-21,Hunting,Bergland,Ontonagon,M,2020,46.4415233062,-88.501589224
BB21_279,2021,Black Bear,26-Sep-21,Hunting,Bergland,Gogebic,F,2013,46.3979221504,-89.2928603169
BB21_281,2021,Black Bear,29-Sep-21,Hunting,Bergland,Ontonagon,F,2019,46.3115256733,-89.2097913288
BB21_280,2021,Black Bear,1-Oct-21,Hunting,Bergland,Ontonagon,M,2020,46.1073786188,-84.6865575294
BB21_282,2021,Black Bear,29-Sep-21,Hunting,Bergland,Ontonagon,F,2019,46.3115256733,-89.2097913288
BB21_283,2021,Black Bear,12-Oct-21,Hunting,Gwinn,Dickinson,M,2020,46.3401629246,-86.8143521368
BB21_285,2021,Black Bear,26-Sep-21,Hunting,Bergland,Gogebic,M,2019,46.4416691694,-88.6267253026
BB21_284,2021,Black Bear,26-Sep-21,Hunting,Bergland,Ontonagon,F,2017,45.9479906779,-84.8522691199
BB21_287,2021,Black Bear,7-Oct-21,Hunting,Bergland,Ontonagon,M,2018,46.3548377326,-88.8558344671
BB21_289,2021,Black Bear,3-Oct-21,Hunting,Bergland,Gogebic,M,2020,46.6437455524,-89.0427145537
BB21_286,2021,Black Bear,4-Oct-21,Hunting,Bergland,Gogebic,F,2018,46.7016655028,-89.166865439
BB21_291,2021,Black Bear,26-Sep-21,Hunting,Bergland,Gogebic,M,2018,46.7582292634,-89.4794559826
BB21_288,2021,Black Bear,1-Oct-21,Hunting,Bergland,Gogebic,M,2020,46.8875601418,-88.9006946886
BB21_293,2021,Black Bear,9-Oct-21,Hunting,Bergland,Ontonagon,F,2019,46.5707625678,-89.3963907387
BB21_292,2021,Black Bear,4-Oct-21,Hunting,Bergland,Ontonagon,M,2019,46.4982606591,-85.7301088411
BB21_297,2021,Black Bear,1-Oct-21,Hunting,Bergland,Ontonagon,F,2019,46.7586089644,-89.1048668136
BB21_290,2021,Black Bear,9-Oct-21,Hunting,Amasa,Ontonagon,M,2017,46.687276463,-89.1672846078
BB21_295,2021,Black Bear,24-Oct-21,Hunting,Bergland,Gogebic,M,2017,46.5563343199,-89.396347802
BB21_296,2021,Black Bear,1-Oct-21,Hunting,Baraga,Ontonagon,M,2020,46.6573514552,-89.4595082422
BB21_294,2021,Black Bear,30-Sep-21,Hunting,Bergland,Gogebic,F,2019,46.4987124968,-89.293143346
BB21_299,2021,Black Bear,28-Sep-21,Hunting,Bergland,Ontonagon,M,2020,46.4847143126,-88.8768578012
BB21_300,2021,Black Bear,3-Oct-21,Hunting,Bergland,Ontonagon,M,2020,46.7582292634,-89.4794559826
BB21_298,2021,Black Bear,1-Oct-21,Hunting,Bergland,Ontonagon,M,2020,46.2536923518,-89.0226456811
BB21_301,2021,Black Bear,28-Sep-21,Hunting,Newberry,Mackinac,F,2017,46.815700025,-88.0974549223
BB21_303,2021,Black Bear,13-Oct-21,Hunting,Baraga,Ontonagon,M,2019,46.6147578143,-88.4183874032
BB21_304,2021,Black Bear,24-Oct-21,Hunting,Baraga,Houghton,M,2020,,
BB21_305,2021,Black Bear,27-Sep-21,Hunting,Baraga,Baraga,M,2019,47.0476764894,-88.8386413899
BB21_302,2021,Black Bear,1-Oct-21,Hunting,Bergland,Ontonagon,M,2018,46.7011821417,-89.4379956589
BB21_309,2021,Black Bear,11-Oct-21,Hunting,Bergland,Gogebic,M,2019,46.049732074,-84.4150906809
BB21_308,2021,Black Bear,2-Oct-21,Hunting,Bergland,Gogebic,M,2018,45.9777564455,-84.2080542537
BB21_314,2021,Black Bear,26-Sep-21,Hunting,Carney,Dickinson,F,2021,46.3259940236,-88.6896424154
BB21_307,2021,Black Bear,1-Oct-21,Hunting,Bergland,Gogebic,M,2015,46.6291166983,-89.1259633367
BB21_306,2021,Black Bear,29-Sep-21,Hunting,Baraga,Houghton,F,2020,46.687207445,-89.2300067569
BB21_311,2021,Black Bear,3-Oct-21,Hunting,Amasa,Gogebic,F,2013,46.2971215176,-89.3553604818
BB21_310,2021,Black Bear,7-Oct-21,Hunting,Bergland,Ontonagon,M,2019,46.585305368,-89.7505134985
BB21_313,2021,Black Bear,4-Oct-21,Hunting,Bergland,Gogebic,M,2015,46.5996209131,-89.5837796673
BB21_312,2021,Black Bear,25-Sep-21,Hunting,Bergland,Gogebic,M,2019,46.6145617735,-89.2099616921
BB21_315,2021,Black Bear,16-Oct-21,Hunting,Bergland,Gogebic,F,2017,46.7152831549,-89.5208202613
BB21_316,2021,Black Bear,23-Oct-21,Hunting,Bergland,Gogebic,M,2019,46.4088698578587,-89.69441585395
BB21_317,2021,Black Bear,28-Sep-21,Hunting,Bergland,Gogebic,F,2019,46.3104158746,-86.5220746731
BB21_320,2021,Black Bear,25-Sep-21,Hunting,Gwinn,Dickinson,M,2020,46.4126831949,-88.5646528077
BB21_319,2021,Black Bear,25-Sep-21,Hunting,Carney,Dickinson,M,2019,46.4986741489,-89.8964108302
BB21_321,2021,Black Bear,27-Sep-21,Hunting,Bergland,Gogebic,F,2019,46.687207445,-89.2300067569
BB21_318,2021,Black Bear,9-Oct-21,Hunting,Amasa,Ontonagon,M,2018,46.7450294222,-89.1044517438
BB21_323,2021,Black Bear,11-Oct-21,Hunting,Bergland,Ontonagon,M,2019,46.5706194278,-89.6881170742
BB21_324,2021,Black Bear,27-Sep-21,Hunting,Carney,Dickinson,M,2017,46.281132281,-86.3754151229
BB21_329,2021,Black Bear,30-Sep-21,Hunting,Amasa,Iron,M,2019,46.1088309093,-87.7314475142
BB21_322,2021,Black Bear,10-Oct-21,Hunting,Bergland,Gogebic,M,2020,46.7582137832,-89.6240075986
BB21_327,2021,Black Bear,2-Oct-21,Hunting,Bergland,Gogebic,F,2019,,
BB21_325,2021,Black Bear,1-Oct-21,Hunting,Bergland,Gogebic,M,2020,46.4559300481,-89.0436765008
BB21_328,2021,Black Bear,4-Oct-21,Hunting,Baraga,Houghton,M,2014,46.6140867391,-89.563086452
BB21_326,2021,Black Bear,2-Oct-21,Hunting,Baraga,Baraga,M,2020,46.4552182572,-89.8345630886
BB21_331,2021,Black Bear,28-Sep-21,Hunting,Baraga,Houghton,F,2019,46.3970443243,-85.7085131613
BB21_332,2021,Black Bear,4-Oct-21,Hunting,Newberry,Schoolcraft,M,2019,45.8751756739,-86.7179107545
BB21_333,2021,Black Bear,25-Sep-21,Hunting,Newberry,Mackinac,M,2018,46.3693711933,-89.4179571872
BB21_1280,2021,Black Bear,11-Oct-21,Hunting,Baraga,Ontonagon,M,2018,46.5713475672,-85.4997806828
BB21_1279,2021,Black Bear,1-Oct-21,Hunting,Baraga,Ontonagon,F,2014,46.7446024075,-88.9377833432
BB21_1277,2021,Black Bear,28-Sep-21,Hunting,Bergland,Ontonagon,M,2020,46.7016655028,-89.166865439
BB21_1282,2021,Black Bear,6-Oct-21,Hunting,Newberry,Mackinac,F,2012,46.4402916734,-85.0000402804
BB21_1276,2021,Black Bear,27-Sep-21,Hunting,Bergland,Ontonagon,M,2019,46.5566290552,-89.917163086
BB21_1268,2021,Black Bear,27-Sep-21,Hunting,Bergland,Gogebic,M,2018,46.512924566,-85.3742730661
BB21_1275,2021,Black Bear,27-Sep-21,Hunting,Amasa,Dickinson,F,2016,46.3752414750979,-85.8023496775238
BB21_1278,2021,Black Bear,2-Oct-21,Hunting,Baraga,Houghton,F,2021,46.4550354882,-85.3743055163
BB21_1283,2021,Black Bear,11-Oct-21,Hunting,Newberry,Chippewa,M,2020,46.5708204154,-89.7507308561
BB21_1281,2021,Black Bear,26-Sep-21,Hunting,Newberry,Mackinac,M,2017,46.9527728205557,-88.1568786127364
BB21_1292,2021,Black Bear,1-Oct-21,Hunting,Baraga,Houghton,M,2020,46.3402652722,-89.1892996799
BB21_1289,2021,Black Bear,5-Oct-21,Hunting,Bergland,Gogebic,M,2019,46.4560983951,-88.7314370296
BB21_1290,2021,Black Bear,7-Oct-21,Hunting,Baraga,Ontonagon,F,2019,46.8950916268769,-88.7423587579867
BB21_1285,2021,Black Bear,26-Sep-21,Hunting,Bergland,Gogebic,M,2017,46.2827193327,-89.1262924027
BB21_1286,2021,Black Bear,26-Oct-21,Hunting,Baraga,Houghton,M,2019,46.7866909309,-89.6192943766
BB21_1291,2021,Black Bear,26-Sep-21,Hunting,Newberry,Chippewa,M,2020,46.6864682764,-88.6053654464
BB21_1287,2021,Black Bear,29-Sep-21,Hunting,Baraga,Houghton,M,2018,46.2536427295,-89.3966185244
BB21_1284,2021,Black Bear,22-Oct-21,Hunting,Baraga,Keweenaw,M,2018,46.0930025749,-84.7895089831
BB21_1288,2021,Black Bear,28-Sep-21,Hunting,Bergland,Ontonagon,F,2020,46.6291093882,-89.1678397551
BB21_1296,2021,Black Bear,28-Sep-21,Hunting,Baraga,Houghton,F,2018,46.9020921276,-88.9219487846
BB21_1293,2021,Black Bear,16-Oct-21,Hunting,Baraga,Houghton,M,2020,46.6643869921739,-89.3149803028317
BB21_1298,2021,Black Bear,4-Oct-21,Hunting,Bergland,Ontonagon,M,2020,46.6289123667,-89.7922835377
BB21_1299,2021,Black Bear,2-Oct-21,Hunting,Newberry,Mackinac,M,2018,46.3687414223,-85.2287733492
BB21_1294,2021,Black Bear,17-Oct-21,Hunting,Bergland,Ontonagon,M,2020,46.3251726511,-85.2081252388
BB21_1295,2021,Black Bear,26-Oct-21,Hunting,Baraga,Houghton,F,2019,46.6291497589,-89.3751825097
BB21_1297,2021,Black Bear,28-Sep-21,Hunting,Bergland,Ontonagon,F,2016,46.5569974768,-88.6476119258
BB21_1305,2021,Black Bear,3-Oct-21,Hunting,Bergland,Gogebic,M,2019,46.4552182572,-89.8345630886
BB21_1307,2021,Black Bear,23-Sep-21,Hunting,Newberry,Luce,F,2015,46.5995811798,-89.6247835252
BB21_1304,2021,Black Bear,27-Sep-21,Hunting,Bergland,Gogebic,M,2021,46.6869241659,-89.3342369439
BB21_1302,2021,Black Bear,24-Oct-21,Hunting,Bergland,Gogebic,M,2015,46.5281025406,-88.8979356604
BB21_1306,2021,Black Bear,17-Oct-21,Hunting,Bergland,Ontonagon,M,2019,46.1959554536,-89.0222371283
BB21_1301,2021,Black Bear,16-Sep-21,Hunting,Baraga,Keweenaw,M,2018,46.1373122273,-87.1894279692
BB21_1300,2021,Black Bear,7-Oct-21,Hunting,Baraga,Keweenaw,F,2016,46.2104551728,-88.3776850624
BB21_1303,2021,Black Bear,24-Oct-21,Hunting,Gwinn,Marquette,M,2019,46.12328591,-88.44014099
BB21_1309,2021,Black Bear,29-Sep-21,Hunting,Baraga,Keweenaw,M,2019,46.7308501558,-89.1249538401
BB21_1313,2021,Black Bear,1-Oct-21,Hunting,Baraga,Baraga,M,2017,46.6719597137,-88.7716614022
BB21_1386,2021,Black Bear,5-Oct-21,Hunting,Bergland,Ontonagon,F,2020,46.7582134494,-89.4591562625
BB21_1308,2021,Black Bear,15-Sep-21,Hunting,Baraga,Keweenaw,F,2016,45.8479343321,-87.1930920081
BB21_1376,2021,Black Bear,14-Oct-21,Hunting,Baraga,Keweenaw,M,2020,46.2033002828551,-87.9293972664172
BB21_1312,2021,Black Bear,16-Sep-21,Hunting,Baraga,Keweenaw,F,2018,46.5129420958,-89.4595562274
BB21_1310,2021,Black Bear,29-Sep-21,Hunting,Baraga,Keweenaw,F,2011,46.844465932,-88.6469254848
BB21_1311,2021,Black Bear,26-Sep-21,Hunting,Bergland,Gogebic,F,2021,46.0207747359,-84.5809352242
BB21_1322,2021,Black Bear,16-Oct-21,Hunting,Amasa,Ontonagon,M,2017,46.3259501363,-89.9593030637
BB21_1321,2021,Black Bear,22-Sep-21,Hunting,Bergland,Ontonagon,M,2020,46.5133126738,-88.293430786
BB21_1317,2021,Black Bear,25-Sep-21,Hunting,Baraga,Keweenaw,F,2020,46.3834950317,-89.0639546969
BB21_1314,2021,Black Bear,25-Sep-21,Hunting,Baraga,Ontonagon,M,2019,45.9785737229,-88.2940948452
BB21_1320,2021,Black Bear,27-Sep-21,Hunting,Baraga,Marquette,M,2019,46.3982591137,-88.6274263962
BB21_1316,2021,Black Bear,28-Sep-21,Hunting,Baraga,Keweenaw,F,2019,46.2971438336,-89.751181023
BB21_1318,2021,Black Bear,11-Oct-21,Hunting,Gwinn,Dickinson,M,2018,46.7153895423,-88.8955907646
BB21_1315,2021,Black Bear,15-Sep-21,Hunting,Baraga,Houghton,M,2019,46.730121988,-89.33408279
BB21_1319,2021,Black Bear,26-Sep-21,Hunting,Amasa,Baraga,M,2019,47.4240938125,-87.7608309824
BB21_1330,2021,Black Bear,13-Oct-21,Hunting,Bergland,Gogebic,F,2021,46.8950916268769,-88.7423587579867
BB21_1328,2021,Black Bear,16-Sep-21,Hunting,Bergland,Gogebic,F,2020,46.6574456257,-89.5628536356
BB21_1325,2021,Black Bear,17-Sep-21,Hunting,Bergland,Gogebic,M,2020,46.0515403459,-88.2321669517
BB21_1327,2021,Black Bear,28-Sep-21,Hunting,Baraga,Ontonagon,M,2020,46.4700178197,-85.249690728
BB21_1326,2021,Black Bear,8-Oct-21,Hunting,Baraga,Baraga,M,2019,46.5426894906,-88.7104416221
BB21_1323,2021,Black Bear,26-Sep-21,Hunting,Baraga,Keweenaw,M,2020,45.97834016,-87.4820230145
BB21_1329,2021,Black Bear,17-Oct-21,Hunting,Bergland,Ontonagon,M,2020,46.4987124968,-89.293143346
BB21_1324,2021,Black Bear,15-Sep-21,Hunting,Bergland,Gogebic,F,2017,45.7305862186,-87.6665788629
BB21_1332,2021,Black Bear,29-Sep-21,Hunting,Baraga,Keweenaw,F,2018,45.5800933293654,-87.556629461755
BB21_1373,2021,Black Bear,13-Sep-21,Hunting,Bergland,Ontonagon,F,2016,46.3401191045,-89.1473885816
BB21_1338,2021,Black Bear,16-Sep-21,Hunting,Amasa,Gogebic,M,2020,46.6863501752,-88.834528839
BB21_1333,2021,Black Bear,13-Oct-21,Hunting,Baraga,Keweenaw,F,2021,46.0798856381,-88.4608164689
BB21_1334,2021,Black Bear,17-Sep-21,Hunting,Bergland,Gogebic,M,2020,46.3823477735,-86.2305817528
BB21_1335,2021,Black Bear,25-Sep-21,Hunting,Bergland,Gogebic,F,2011,46.2522468962,-84.2488996209
BB21_1336,2021,Black Bear,9-Oct-21,Hunting,Amasa,Baraga,M,2017,46.2537951863,-88.0026532278
BB21_1337,2021,Black Bear,28-Sep-21,Hunting,Baraga,Houghton,F,2020,46.3389299912,-86.3347566025
BB21_1331,2021,Black Bear,14-Sep-21,Hunting,Baraga,Ontonagon,M,2019,46.5562821822,-89.4172179561
BB21_1393,2021,Black Bear,13-Sep-21,Hunting,Gwinn,Marquette,M,2019,46.32601179,-89.2721879795
BB21_352,2021,Black Bear,13-Sep-21,Hunting,Bergland,Ontonagon,F,2019,46.2529070464,-86.604804174
BB21_1392,2021,Black Bear,2-Oct-21,Hunting,Baraga,Houghton,F,2018,46.1525185337,-88.8764539618
BB21_1341,2021,Black Bear,1-Oct-21,Hunting,Amasa,Baraga,M,2019,46.0218693181,-87.9815611465
BB21_1394,2021,Black Bear,2-Oct-21,Hunting,Baraga,Baraga,F,2018,46.0797520729,-88.356771436
BB21_1378,2021,Black Bear,27-Sep-21,Hunting,Baraga,Baraga,M,2019,46.4708293458,-88.0437331144
BB21_1391,2021,Black Bear,21-Sep-21,Hunting,Bergland,Gogebic,F,2004,46.2248006545,-87.8354288044
BB21_1377,2021,Black Bear,7-Oct-21,Hunting,Baraga,Baraga,M,2019,46.5128661268,-89.604826894
BB21_1375,2021,Black Bear,17-Oct-21,Hunting,Amasa,Ontonagon,M,2020,46.3259501363,-89.9593030637
BB21_1343,2021,Black Bear,13-Sep-21,Hunting,Baraga,Houghton,M,2017,46.7442542538,-89.5415858461
BB21_1374,2021,Black Bear,28-Sep-21,Hunting,Baraga,Baraga,M,2019,46.5138652505,-88.6478155492
BB21_1353,2021,Black Bear,13-Sep-21,Hunting,Baraga,Houghton,F,2016,46.0794308997,-85.7276164893
BB21_1344,2021,Black Bear,18-Oct-21,Hunting,Baraga,Keweenaw,M,2020,46.2530818933,-86.7304074977
BB21_1339,2021,Black Bear,25-Sep-21,Hunting,Bergland,Gogebic,F,2020,46.2974977235,-87.8348906069
BB21_1345,2021,Black Bear,1-Oct-21,Hunting,Baraga,Ontonagon,M,2020,46.8590707758,-88.4984968296
BB21_1346,2021,Black Bear,28-Sep-21,Hunting,Baraga,Baraga,M,2020,46.8156887019,-89.5770867314
BB21_1340,2021,Black Bear,13-Oct-21,Hunting,Baraga,Houghton,M,2018,46.2665968222,-84.7910792661
BB21_1354,2021,Black Bear,26-Sep-21,Hunting,Baraga,Houghton,M,2018,46.5561127163,-89.5211580314
BB21_1352,2021,Black Bear,25-Sep-21,Hunting,Baraga,Houghton,F,2019,47.3080355143,-88.1197525569
BB21_1342,2021,Black Bear,25-Sep-21,Hunting,Baraga,Houghton,M,2019,46.51318213,-89.5421441119
BB21_1347,2021,Black Bear,2-Oct-21,Hunting,Baraga,Keweenaw,M,2018,46.6285936893,-89.5630448732
BB21_1348,2021,Black Bear,6-Oct-21,Hunting,Baraga,Houghton,F,2020,46.0209176659,-84.9368086701
BB21_1349,2021,Black Bear,6-Oct-21,Hunting,Baraga,Baraga,M,2020,46.1080484188,-84.1865041575
BB21_1350,2021,Black Bear,3-Oct-21,Hunting,Baraga,Baraga,M,2014,46.4989708489,-84.2069065262
BB21_1351,2021,Black Bear,3-Oct-21,Hunting,Baraga,Houghton,F,2016,46.0370130882,-88.2319497031
BB21_1359,2021,Black Bear,26-Sep-21,Hunting,Baraga,Houghton,M,2019,47.4094662927,-87.8249145821
BB21_1362,2021,Black Bear,23-Sep-21,Hunting,Amasa,Baraga,M,2018,46.2247692247,-87.9186751306
BB21_1360,2021,Black Bear,25-Sep-21,Hunting,Baraga,Houghton,F,2019,46.6006247017,-85.5209888742
BB21_1358,2021,Black Bear,25-Sep-21,Hunting,Baraga,Baraga,F,2020,47.3800688377,-88.3094701437
BB21_1357,2021,Black Bear,26-Sep-21,Hunting,Baraga,Houghton,F,2019,47.4095485179,-87.8036216453
BB21_1361,2021,Black Bear,25-Sep-21,Hunting,Baraga,Houghton,M,2019,46.6435852659,-88.9384269483
BB21_1366,2021,Black Bear,25-Sep-21,Hunting,Baraga,Ontonagon,M,2020,46.195793328,-87.8354444137
BB21_1370,2021,Black Bear,25-Sep-21,Hunting,Bergland,Ontonagon,M,2019,46.0341135954,-86.2303636693
BB21_1356,2021,Black Bear,15-Oct-21,Hunting,Baraga,Houghton,M,2019,46.0933801275,-84.4567300469
BB21_1355,2021,Black Bear,25-Sep-21,Hunting,Bergland,Gogebic,F,2018,46.2679822191,-88.9390081536
BB21_1369,2021,Black Bear,25-Sep-21,Hunting,Baraga,Baraga,M,2017,46.484189581,-85.4584967726
BB21_1365,2021,Black Bear,17-Oct-21,Hunting,Baraga,Houghton,M,2019,46.5564430734,-89.3136809966
BB21_1367,2021,Black Bear,3-Oct-21,Hunting,Baraga,Houghton,M,2020,,
BB21_1364,2021,Black Bear,10-Oct-21,Hunting,Baraga,Houghton,F,2020,46.0800239184,-88.7521788537
BB21_1363,2021,Black Bear,11-Oct-21,Hunting,Baraga,Houghton,M,2018,46.3547538398,-89.7299919966
BB21_1368,2021,Black Bear,25-Sep-21,Hunting,Baraga,Baraga,M,2019,47.4239785885,-87.9513215937
BB21_1371,2021,Black Bear,25-Sep-21,Hunting,Baraga,Houghton,F,2019,46.7864759439,-88.3506898282
BB21_1372,2021,Black Bear,25-Sep-21,Hunting,Baraga,Houghton,M,2003,46.5856736151,-89.1056144518
BB21_337,2021,Black Bear,26-Sep-21,Hunting,Baraga,Houghton,F,2016,46.2835884062,-89.8130179648
BB21_330,2021,Black Bear,12-Oct-21,Hunting,Baraga,Houghton,F,2020,46.1652241346,-84.6031026323
BB21_336,2021,Black Bear,18-Sep-21,Hunting,Baraga,Baraga,M,2014,46.7584205656,-89.6660814631
BB21_334,2021,Black Bear,27-Sep-21,Hunting,Baraga,Baraga,M,2016,46.2683074433,-89.5008288384
BB21_335,2021,Black Bear,2-Oct-21,Hunting,Baraga,Houghton,M,2020,45.9929846968,-87.8148304999
BB21_338,2021,Black Bear,11-Sep-21,Hunting,Baraga,Houghton,M,2020,46.1367899808,-86.6883068417
BB21_339,2021,Black Bear,8-Sep-21,Hunting,Baraga,Houghton,M,2018,46.3699423115,-87.624777938
BB21_341,2021,Black Bear,11-Sep-21,Hunting,Baraga,Houghton,M,2020,46.1367899808,-86.6883068417
BB21_344,2021,Black Bear,8-Sep-21,Hunting,Baraga,Baraga,M,2016,46.3684333815,-85.458070615
BB21_340,2021,Black Bear,8-Sep-21,Hunting,Baraga,Baraga,F,2013,46.0800847774,-87.8982854289
BB21_342,2021,Black Bear,10-Sep-21,Hunting,Bergland,Gogebic,F,2010,46.397372584,-85.4583861676
BB21_345,2021,Black Bear,9-Sep-21,Hunting,Baraga,Houghton,F,2019,46.3539873607,-85.4578252017
BB21_343,2021,Black Bear,11-Sep-21,Hunting,Baraga,Ontonagon,M,2020,46.2105803227,-88.0443698813
BB21_346,2021,Black Bear,13-Sep-21,Hunting,Bergland,Ontonagon,F,2020,46.3689433397,-89.8134159454
BB21_349,2021,Black Bear,12-Sep-21,Hunting,Baraga,Baraga,F,2006,46.2673596952,-85.3943315189
BB21_347,2021,Black Bear,8-Sep-21,Hunting,Baraga,Ontonagon,M,2020,46.3692114374,-87.5003986882
BB21_348,2021,Black Bear,8-Sep-21,Hunting,Baraga,Baraga,F,2015,46.0794247835,-87.0644919322
BB21_353,2021,Black Bear,10-Sep-21,Hunting,Baraga,Baraga,F,2018,46.3692114374,-87.5003986882
BB21_351,2021,Black Bear,13-Sep-21,Hunting,Bergland,Ontonagon,M,2018,46.0785717887,-84.8101800025
BB21_350,2021,Black Bear,13-Sep-21,Hunting,Bergland,Ontonagon,M,2020,46.7858465592899,-87.6354224215748
BB21_358,2021,Black Bear,13-Sep-21,Hunting,Baraga,Baraga,M,2020,46.6643869921739,-89.3149803028317
BB21_355,2021,Black Bear,8-Sep-21,Hunting,Bergland,Gogebic,F,2020,46.7015949877,-85.353942468
BB21_354,2021,Black Bear,8-Sep-21,Hunting,Baraga,Houghton,F,2010,46.1369916812,-86.9179002252
BB21_356,2021,Black Bear,9-Sep-21,Hunting,Baraga,Baraga,M,2018,46.1372414412,-87.2313013286
BB21_357,2021,Black Bear,10-Sep-21,Hunting,Bergland,Ontonagon,M,2018,46.0791062017,-84.1861312344
BB21_361,2021,Black Bear,26-Sep-21,Hunting,Baraga,Baraga,M,2019,46.2677753976,-89.3551595287
BB21_359,2021,Black Bear,8-Sep-21,Hunting,Baraga,Baraga,M,2020,46.4560087933,-88.2109823873
BB21_360,2021,Black Bear,9-Sep-21,Hunting,Bergland,Gogebic,F,2019,46.2390227484,-87.3349434762
BB21_362,2021,Black Bear,23-Sep-21,Hunting,Bergland,Gogebic,M,2020,45.4709681699,-87.5018195964
BB21_363,2021,Black Bear,14-Sep-21,Hunting,Bergland,Gogebic,M,2018,46.238200064,-85.2483584834
BB21_364,2021,Black Bear,13-Sep-21,Hunting,Bergland,Ontonagon,M,2020,46.4258804393,-86.2507030221
BB21_365,2021,Black Bear,16-Sep-21,Hunting,Baraga,Ontonagon,F,2012,46.0343547039,-85.9592596324
BB21_366,2021,Black Bear,8-Sep-21,Hunting,Bergland,Gogebic,F,2019,46.2538793799,-87.5640182751
BB21_368,2021,Black Bear,8-Sep-21,Hunting,Bergland,Gogebic,M,2019,46.2100475443,-87.2931284385
BB21_367,2021,Black Bear,8-Sep-21,Hunting,Bergland,Gogebic,M,2018,46.7865003677,-88.3299006317
BB21_369,2021,Black Bear,8-Sep-21,Hunting,Baraga,Houghton,M,2019,46.3531993963,-85.8751214974
BB21_373,2021,Black Bear,11-Sep-21,Hunting,Bergland,Gogebic,M,2020,46.3246148177,-85.6458236008
BB21_370,2021,Black Bear,13-Sep-21,Hunting,Bergland,Gogebic,M,2018,46.3537056823,-84.7083319069
BB21_372,2021,Black Bear,12-Sep-21,Hunting,Bergland,Gogebic,F,2018,46.8159913554,-89.7035464132
BB21_1089,2021,Black Bear,12-Sep-21,Hunting,Baraga,Ontonagon,F,2010,46.3548344873,-88.6689746293
BB21_1087,2021,Black Bear,14-Sep-21,Hunting,Bergland,Gogebic,M,2018,46.3403000823,-89.959251065
BB21_1086,2021,Black Bear,13-Sep-21,Hunting,Baraga,Ontonagon,M,2020,46.4258804393,-86.2507030221
BB21_1091,2021,Black Bear,8-Sep-21,Hunting,Baraga,Baraga,M,2017,45.6735935845,-87.4799766493
BB21_1088,2021,Black Bear,13-Sep-21,Hunting,Bergland,Gogebic,M,2020,46.3548183041,-89.3967449733
BB21_1093,2021,Black Bear,10-Sep-21,Hunting,Baraga,Baraga,M,2019,46.5136706746,-88.8980563082
